Summary Date UTC,Utilized,Reserved
10/10/2022,5201,18620
10/9/2022,5060,18620
10/8/2022,5126,18620
10/7/2022,5202,18620
10/6/2022,5032,18620
10/5/2022,4819,18620
10/4/2022,4936,18620
10/3/2022,5776,18620
10/2/2022,5866,18620
10/1/2022,5874,18620
9/30/2022,6003,18620
9/29/2022,6007,18220
9/28/2022,6020,18220
9/27/2022,5658,18220
9/26/2022,6173,18220
9/25/2022,5841,18220
9/24/2022,5881,18220
9/23/2022,4878,18220
9/22/2022,4847,18220
9/21/2022,4876,18220
9/20/2022,4698,18220
9/19/2022,4723,18220
9/18/2022,4431,18220
9/17/2022,4746,18220
9/16/2022,6230,18220
9/15/2022,6393,18220
9/14/2022,6533,18220
9/13/2022,6447,18220
9/12/2022,6437,18220
9/11/2022,6128,18220
9/10/2022,6058,18220
9/9/2022,5227,18220
9/8/2022,4872,18220
9/7/2022,5468,18220
9/6/2022,5401,18220
9/5/2022,6311,18220
9/4/2022,6114,18220
9/3/2022,6336,18220
9/2/2022,6033,18220
9/1/2022,6087,18220
8/31/2022,5813,18220
8/30/2022,5872,18220
8/29/2022,5558,18220
8/28/2022,5504,18220
8/27/2022,5721,18220
8/26/2022,5352,18220
8/25/2022,4687,18220
8/24/2022,4503,18220
8/23/2022,4787,18220
8/22/2022,4708,18220
8/21/2022,4553,18220
8/20/2022,4828,18220
8/19/2022,4855,18220
8/18/2022,5072,18220
8/17/2022,4997,18220
8/16/2022,4806,18220
8/15/2022,4731,18220
8/14/2022,4487,18220
8/13/2022,4770,18220
8/12/2022,5469,18220
8/11/2022,5375,18220
8/10/2022,5350,18220
8/9/2022,5442,18220
8/8/2022,5502,18220
8/7/2022,4999,18220
8/6/2022,5125,18220
8/5/2022,5224,18220
8/4/2022,5695,18220
8/3/2022,5564,18220
8/2/2022,5466,18220
8/1/2022,5050,18220
7/31/2022,5308,18220
7/30/2022,5706,18220
7/29/2022,5651,18220
7/28/2022,5545,18220
7/27/2022,5414,18220
7/26/2022,5627,18220
7/25/2022,4959,18220
7/24/2022,4961,18220
7/23/2022,5472,18220
7/22/2022,5436,18220
7/21/2022,5083,18220
7/20/2022,5629,18220
7/19/2022,5973,18220
7/18/2022,5201,18220
7/17/2022,5222,18220
7/16/2022,5218,18220
7/15/2022,5358,18220
7/14/2022,5470,18220
7/13/2022,5352,18220
7/12/2022,5326,18220
7/11/2022,5696,18220
7/10/2022,5423,18220
7/9/2022,5524,18220
7/8/2022,5373,18220
7/7/2022,5338,18220
7/6/2022,5587,18220
7/5/2022,5708,18220
7/4/2022,5408,18220
7/3/2022,4817,18220
7/2/2022,5226,18220
7/1/2022,5512,18220
6/30/2022,5428,18220
6/29/2022,5133,18220
6/28/2022,5371,18220
6/27/2022,5010,18220
6/26/2022,4664,18220
6/25/2022,5176,18220
6/24/2022,5721,18220
6/23/2022,5812,18220
6/22/2022,5618,18220
6/21/2022,4928,18220
6/20/2022,4792,18220
6/19/2022,4476,18220
6/18/2022,5549,18220
6/17/2022,5518,18220
6/16/2022,5551,18220
6/15/2022,5427,18220
6/14/2022,5435,18220
6/13/2022,5646,18220
6/12/2022,4723,18220
6/11/2022,5158,18220
6/10/2022,5480,18220
6/9/2022,4783,18220
6/8/2022,4856,18220
6/7/2022,4160,18220
6/6/2022,4739,18220
6/5/2022,4495,18200
6/4/2022,4424,18200
6/3/2022,4777,18200
6/2/2022,4429,18200
6/1/2022,4947,18200
5/31/2022,3748,18200
5/30/2022,3308,18200
5/29/2022,3454,18200
5/28/2022,3085,18200
5/27/2022,2983,18200
5/26/2022,2724,18200
5/25/2022,3121,18200
5/24/2022,3149,18200
5/23/2022,3087,18200
5/22/2022,3198,18200
5/21/2022,3611,18200
5/20/2022,3337,18200
5/19/2022,3232,18200
5/18/2022,2822,18200
5/17/2022,3295,18200
5/16/2022,3232,18200
5/15/2022,3100,18200
5/14/2022,3156,18200
5/13/2022,3305,18200
5/12/2022,3038,18200
5/11/2022,3190,18200
5/10/2022,3219,18200
5/9/2022,2951,18200
5/8/2022,3612,18200
5/7/2022,3180,18200
5/6/2022,3491,18200
5/5/2022,3105,18200
5/4/2022,3179,18200
5/3/2022,2755,18200
5/2/2022,2709,18200
5/1/2022,2732,18200
4/30/2022,2972,18200
4/29/2022,3436,18200
4/28/2022,3067,18200
4/27/2022,3093,18200
4/26/2022,2915,18200
4/25/2022,3389,18200
4/24/2022,2926,18200
4/23/2022,3152,18200
4/22/2022,3212,18200
4/21/2022,3106,18200
4/20/2022,2828,18200
4/19/2022,2929,18200
4/18/2022,3022,18200
4/17/2022,3070,18200
4/16/2022,2884,18200
4/15/2022,3208,18200
4/14/2022,2979,18200
4/13/2022,3394,18200
4/12/2022,2898,18200
4/11/2022,3204,18200
4/10/2022,3004,18200
4/9/2022,3140,18200
4/8/2022,3114,18200
4/7/2022,3156,18200
4/6/2022,3099,18200
4/5/2022,3240,18200
4/4/2022,2655,18200
4/3/2022,3516,18200
4/2/2022,3241,18200
4/1/2022,3316,18200
3/31/2022,3040,18200
3/30/2022,3355,18200
3/29/2022,3414,18200
3/28/2022,3196,18200
3/27/2022,2817,18200
3/26/2022,3454,18200
3/25/2022,2549,18200
3/24/2022,1902,18200
3/23/2022,1923,18200
3/22/2022,1744,18200
3/21/2022,1598,18200
3/20/2022,1577,18200
3/19/2022,1576,18200
3/18/2022,1341,18200
3/17/2022,0,18200
3/16/2022,0,18200
3/15/2022,2280,18200
3/14/2022,2995,18200
3/13/2022,2906,18200
3/12/2022,2744,18200
3/11/2022,2895,18200
3/10/2022,3068,18200
3/9/2022,3020,18200
3/8/2022,2941,18200
3/7/2022,3003,18200
3/6/2022,3101,18200
3/5/2022,3283,18200
3/4/2022,3280,18200
3/3/2022,3574,18200
3/2/2022,3296,18200
3/1/2022,3124,18200
2/28/2022,2933,18200
2/27/2022,2648,18200
2/26/2022,2525,18200
2/25/2022,2539,18200
2/24/2022,2544,18200
2/23/2022,2646,18200
2/22/2022,2576,18200
2/21/2022,3255,18200
2/20/2022,2958,18200
2/19/2022,2948,18200
2/18/2022,3434,18200
2/17/2022,2819,18200
2/16/2022,2999,18200
2/15/2022,3130,18200
2/14/2022,3503,18200
2/13/2022,2943,18200
2/12/2022,2981,18200
2/11/2022,3084,18200
2/10/2022,2708,18200
2/9/2022,3121,18200
2/8/2022,2809,18200
2/7/2022,2855,18200
2/6/2022,2938,18200
2/5/2022,3093,18200
2/4/2022,2939,18200
2/3/2022,2958,18200
2/2/2022,3269,18200
2/1/2022,2618,18200
1/31/2022,2950,18200
1/30/2022,2974,18200
1/29/2022,2949,18200
1/28/2022,2756,18200
1/27/2022,2947,18200
1/26/2022,3021,18200
1/25/2022,2913,18200
1/24/2022,3015,18200
1/23/2022,2502,18200
1/22/2022,3074,18200
1/21/2022,3178,18200
1/20/2022,2812,18200
1/19/2022,2751,18200
1/18/2022,2711,18200
1/17/2022,3105,18200
1/16/2022,2966,18200
1/15/2022,2997,18200
1/14/2022,2454,18200
1/13/2022,2633,18200
1/12/2022,2879,18200
1/11/2022,2990,18200
1/10/2022,2717,18200
1/9/2022,2921,18200
1/8/2022,2176,18200
1/7/2022,2561,18200
1/6/2022,2953,18200
1/5/2022,2779,18200
1/4/2022,2758,18200
1/3/2022,2844,18200
1/2/2022,2802,18200
1/1/2022,2631,18200
12/31/2021,2226,18200
12/30/2021,2511,18200
12/29/2021,3034,18200
12/28/2021,3204,18200
12/27/2021,2677,18200
12/26/2021,2412,18200
12/25/2021,2907,18200
12/24/2021,2684,18200
12/23/2021,2755,18200
12/22/2021,2795,18200
12/21/2021,2881,17800
12/20/2021,2922,17800
12/19/2021,2898,17800
12/18/2021,3056,17800
12/17/2021,2685,17800
12/16/2021,3094,17800
12/15/2021,2983,17800
12/14/2021,3031,17800
12/13/2021,3175,17800
12/12/2021,2886,17800
12/11/2021,2825,17800
12/10/2021,2625,17800
12/9/2021,2723,17800
12/8/2021,2237,17800
12/7/2021,2722,17800
12/6/2021,2410,17800
12/5/2021,2601,17800
12/4/2021,3045,17800
12/3/2021,3523,17800
12/2/2021,3628,17800
12/1/2021,3029,17800
11/30/2021,3324,17800
11/29/2021,3257,17800
11/28/2021,2798,17800
11/27/2021,3387,17800
11/26/2021,2698,17800
11/25/2021,2499,17800
11/24/2021,4075,17800
11/23/2021,4221,17800
11/22/2021,4134,17300
11/21/2021,4012,17300
11/20/2021,4115,17300
11/19/2021,4167,17300
11/18/2021,4461,17300
11/17/2021,4399,17300
11/16/2021,3244,17300
11/15/2021,2813,17300
11/14/2021,2641,17300
11/13/2021,2658,17300
11/12/2021,2451,17300
11/11/2021,2759,17300
11/10/2021,2154,17300
11/9/2021,2518,17300
11/8/2021,2192,17300
11/7/2021,2281,17300
11/6/2021,2246,17300
11/5/2021,2115,17300
11/4/2021,2497,17300
11/3/2021,2229,17300
11/2/2021,2082,17300
11/1/2021,2357,17300
10/31/2021,2341,17300
10/30/2021,2365,17300
10/29/2021,2272,17300
10/28/2021,1837,17300
10/27/2021,2234,17300
10/26/2021,2512,17300
10/25/2021,2232,17300
10/24/2021,2400,17300
10/23/2021,2522,17300
10/22/2021,2239,17300
10/21/2021,2072,17300
10/20/2021,1561,17300
10/19/2021,1555,17300
10/18/2021,1665,17300
10/17/2021,1562,17300
10/16/2021,1656,17300
10/15/2021,1676,17300
10/14/2021,2074,17300
10/13/2021,2409,17300
10/12/2021,2215,17300
10/11/2021,2492,17300
10/10/2021,2662,17300
10/9/2021,2537,17300
10/8/2021,2459,17300
10/7/2021,2497,17300
10/6/2021,2453,17300
10/5/2021,2294,17300
10/4/2021,2434,17300
10/3/2021,2509,17300
10/2/2021,2445,17300
10/1/2021,2368,17300
9/30/2021,2246,17300
9/29/2021,2371,17300
9/28/2021,2315,17300
9/27/2021,2220,17300
9/26/2021,2417,17300
9/25/2021,2211,17300
9/24/2021,2951,17300
9/23/2021,2060,17300
9/22/2021,2490,17300
9/21/2021,2894,17300
9/20/2021,2635,17300
9/19/2021,2203,17300
9/18/2021,2717,17300
9/17/2021,2472,17300
9/16/2021,2744,17300
9/15/2021,2432,17300
9/14/2021,2843,17300
9/13/2021,2831,17300
9/12/2021,2848,17300
9/11/2021,3228,17300
9/10/2021,2050,17300
9/9/2021,1212,17300
9/8/2021,2169,17300
9/7/2021,2595,17300
9/6/2021,2429,17300
9/5/2021,2464,17300
9/4/2021,3671,17300
9/3/2021,4022,17300
9/2/2021,4176,17300
9/1/2021,4108,17300
8/31/2021,4036,17300
8/30/2021,4358,17300
8/29/2021,4233,17300
8/24/2021,1674,18300
8/23/2021,1846,18300
8/22/2021,1090,18300
8/21/2021,0,18300
8/20/2021,0,18300
8/19/2021,929,18300
8/18/2021,1709,18300
8/17/2021,0,18300
8/16/2021,779,18300
8/15/2021,1725,18300
8/14/2021,303,18300
8/13/2021,1362,18300
8/12/2021,1838,18300
8/11/2021,2416,18300
8/10/2021,2182,18300
8/9/2021,1620,18300
8/8/2021,0,18300
8/7/2021,2291,18300
8/6/2021,1716,18300
8/5/2021,587,18300
8/4/2021,0,18300
8/3/2021,1968,18100
8/2/2021,1543,17900
8/1/2021,914,17700
7/31/2021,1988,17700
7/30/2021,1641,17700
7/29/2021,262,17700
7/28/2021,544,17700
7/27/2021,245,17700
7/26/2021,768,17700
7/25/2021,203,17700
7/24/2021,0,17700
7/23/2021,1089,17700
7/22/2021,97,17700
7/21/2021,0,17700
7/20/2021,880,17700
7/19/2021,0,17700
7/18/2021,0,17700
7/17/2021,0,17700
7/16/2021,0,17700
7/15/2021,0,17700
7/14/2021,0,17300
7/13/2021,247,17300
7/12/2021,798,17300
7/11/2021,0,17300
7/10/2021,724,17300
7/9/2021,2866,17300
7/8/2021,0,17300
7/7/2021,0,17300
7/6/2021,1493,17300
7/5/2021,2098,17300
7/4/2021,2117,17300
7/3/2021,3316,17300
7/2/2021,1715,17300
7/1/2021,2386,17300
6/30/2021,0,16500
6/29/2021,2106,16500
6/28/2021,206,16500
6/27/2021,0,16500
6/26/2021,2317,16500
6/25/2021,847,16500
6/24/2021,1681,16500
6/23/2021,0,16500
6/22/2021,1426,16500
6/21/2021,1181,16500
6/20/2021,2120,16500
6/19/2021,1635,16500
6/18/2021,1210,16500
6/17/2021,0,16500
6/16/2021,974,16500
6/15/2021,1271,16500
6/14/2021,603,16500
6/13/2021,761,16500
6/12/2021,0,16500
6/11/2021,0,16500
6/10/2021,142,16500
6/9/2021,22,16500
6/8/2021,18,16500
6/7/2021,0,16500
6/6/2021,0,16500
6/5/2021,1,16500
6/4/2021,0,16500
6/3/2021,0,16500
6/2/2021,0,16500
6/1/2021,0,16500
5/31/2021,0,16500
5/30/2021,0,16500
5/29/2021,1,16500
5/28/2021,0,16500
5/27/2021,0,16500
5/26/2021,0,16500
5/25/2021,0,16500
5/24/2021,0,16500
5/23/2021,0,16500
5/22/2021,1,16500
5/21/2021,1,16500
5/20/2021,0,16500
5/19/2021,0,16500
5/18/2021,0,16500
5/17/2021,0,16500
5/16/2021,0,16500
5/15/2021,0,16500
5/14/2021,0,16500
5/13/2021,1,16500
5/12/2021,0,16500
5/11/2021,3,16500
5/10/2021,0,16500
5/9/2021,0,16500
5/8/2021,0,16500
5/7/2021,1,16500
5/6/2021,1,16500
5/5/2021,0,16500
5/4/2021,0,16500
5/3/2021,1,16500
5/2/2021,0,16500
5/1/2021,1,16500
4/30/2021,0,16500
4/29/2021,0,16500
4/28/2021,1,16500
4/27/2021,1,16500
4/26/2021,0,16500
4/25/2021,1,16500
4/24/2021,0,16500
4/23/2021,1,16500
4/22/2021,0,16500
4/21/2021,0,16500
4/20/2021,1,16500
4/19/2021,0,16500
4/18/2021,0,16500
4/17/2021,0,16500
4/16/2021,0,16500
4/15/2021,0,16500
4/14/2021,0,16500
4/13/2021,0,16500
4/12/2021,0,16500
4/11/2021,0,16500
4/10/2021,0,16500
4/9/2021,1,16500
4/8/2021,1,16500
4/7/2021,0,16500
4/6/2021,0,16500
4/5/2021,0,16500
4/4/2021,0,16500
4/3/2021,0,16500
4/2/2021,1,16500
4/1/2021,0,16500
3/31/2021,0,16500
3/30/2021,0,16500
3/29/2021,0,16500
3/28/2021,1,16500
3/27/2021,0,16500
3/26/2021,0,16500
3/25/2021,0,16500
3/24/2021,0,16500
3/23/2021,0,16500
3/22/2021,0,16500
3/21/2021,0,16500
3/20/2021,0,16500
3/19/2021,0,16500
3/18/2021,0,16500
3/17/2021,0,16500
3/16/2021,0,16500
3/15/2021,0,16500
3/14/2021,0,16500
3/13/2021,0,16500
3/12/2021,0,16500
3/11/2021,0,16500
3/10/2021,0,16500
3/9/2021,0,16500
3/8/2021,0,16500
3/7/2021,0,16500
3/6/2021,0,16500
3/5/2021,0,16500
3/4/2021,0,16500
3/3/2021,0,16500
3/2/2021,0,16500
3/1/2021,0,16500
2/28/2021,0,16500
2/27/2021,0,16500
2/26/2021,0,16500
2/25/2021,0,16500
2/24/2021,0,16500
2/23/2021,0,16500
2/22/2021,0,16500
2/21/2021,0,16500
2/20/2021,0,16500
2/19/2021,0,16500
2/18/2021,0,16500
2/17/2021,0,16500
2/16/2021,0,16500
2/15/2021,0,16500
2/14/2021,0,16500
2/13/2021,0,16500
2/12/2021,0,16500
2/11/2021,0,16500
2/10/2021,0,16500
2/9/2021,0,16500
2/8/2021,0,16500
2/7/2021,0,16500
2/6/2021,0,16500
2/5/2021,0,16500
2/4/2021,0,16500
2/3/2021,0,16500
2/2/2021,0,16500
2/1/2021,0,16500
1/31/2021,0,16500
1/30/2021,0,16500
1/29/2021,0,16500
1/28/2021,0,16500
1/27/2021,0,16500
1/26/2021,0,16500
1/25/2021,0,16500
